0,1,2,3,4,5,6,7,8
숨쉬기가 힘들어요,의사분들에게 답변 받고싶습니다    숨쉬는게 답답합니다  잘쉬다가도 답답해서 크게 들이쉬어야합니다 크게 쉴려고 하품을 하면서 크게 호흡 합니다 그래서 그런가 며칠전에는 오른쪽 가슴이 숨쉴때 마다 아팠습니다 꼭 담 들은거처럼요 답답한지 일주일쯤 됐습니다  내과  군데 방문해서 심전도 검사 폐검사 폐활량  검사 했는데 멀쩡하다고 합니다   예전에 다이어트약 장기복용 부작용으로 공황장애를 앓은적이 있는데 그때 증상과 비슷하지만 그때처럼 우울하지도않고 잠도    시간은 잡니다 업무스트레스가 있긴합니다만 막 엄청 크진 않아요 회사에 만족합니다  다시 정신과에 가보기에는 진짜 조금도 티끌만큼도 우울하지가않아요  요즘 전과 다른점이 있다면 아침 시 저녁 시까지 식사는 안하고 감자나 과자 과일 같은거를 진짜 완전 조금만먹고 저녁에  시쯤 식사를 한번 합니다 식습관이 문제일까요     근데 진짜 숨쉬기가 너무 불편합니다   고치고싶습니다   어느과에 가서 검사를 받아봐야할까요 ,호흡기내과,코로나 완치 이후 기침,제가   일날 확진판정을 받고   일날쯤 기침이심해져서 대학병원과 연락해 기침과 가래약을 처방받고 그약을 복용한이후부터는 계속 기침이없었습니다 그러다가   일날 격리해제받고 약복용이 끝나면서 지금까지 계속조금씩 잔기침과 가래를 하는데 혹시 폐렴인가요   종합 감기약을 먹으면 기침증상이 가라앉기는합니다 숨쉴때 아프거나 그런증상은없습니다 ,호흡기내과,기저질환자 백신접종 ,올해 만  세로 오랫동안 기저질환 천식 을 가진 주부입니다 꾸준히 약을 복용을 하고있고 심하지는않은데 가끔씩 심하게 기침을 할때면 살짝 가슴통증도 같이 오더라구요 약을 처방받고있는 병원의사선생님은 백신을 맞아도되는지 맞지말아야되는지는 자기한테 묻지말고 본인이 알아서 하라고만하고 호흡기와 연관된거여서 백신을 맞긴해야되는데 부작용우려때문에 요즘은 잠도 잘 못잘정도로 걱정이    의사와 상담후 백신을 맞을거라지만    괜찮을까요 ,호흡기내과
코로나 증상인가요 ,아프기 시작한 건  일 정도 되었는데요  일차에는 그냥 목이 조금 칼칼하다가  일차에 목이랑 귀도 아파서 이비인후과를 가니 귀와 코에 염증이있다고 하시고 약을 처방 받았어요 그리고 그 날 저녁에 숨 쉴 때 마다 목이 간질  따끔  거려서 간헐적으로 기침을 했어요  일차에는 귀 고막 이 전날보다 더 아팠고 목은 전날보다 덜 아파졌어요 불편한정도  기침도 전날에 비해 횟수도 줄고 가끔했어요  일차에는 기침은 거의 안했고 건조한 실내 들어갈때만 재채기를 자주 했었는데 재채기를 자주해서 그런지 콧물이 엄청 자주 많이 났어요 색은 투명하고 엄청 묽었어요 귀랑 목통증은 거의 완화됐습니다      일차에는 가래가 껴서 자주 기침한 것도 있고   일동안 다 정상체온이었습니다  이비인후과 갔다와서 염증때문에 그런 줄 알았는데 코로나 변이일 수도 있겠다 싶어서요    코로나거나 변이 중 하나를 의심할 수 있을까요  ,호흡기내과,계속 기침,저는 현재   살이고 담배도 피지않습니다  그런데 계속 기침이랑 가래가 나와요    이 증상이 거의 고 때부터 시작됐어요 거의  년에서  년되가요  기침 안할때도 있는데 거의 매일 기침을 하는것같아요 특히 밤만되면 더 심해져요  뭔가 목이 막혀있는 느낌도 들고 어떨땐 숨쉬기도 힘들때도 있어요  계속 기침하고 목이 간질간질하고 기침하면서 가래도 나오고  그러다가 목이 간질거려서 기침 계속 하다보면 뭔가 속이 울렁걸려서 토할따도 있어요 이건 정말 아주 가           끔 어쩔때 한번   왜 그런걸까요   ,호흡기내과,목이 이상하게 아파요,목이 너무 아파요 먹을 돌려도 아프고 침을 삼키면 목구멍이 정말 꽉찬 느낌이 들고 숨을 들이쉬면 가슴에 뭔가 낀거처럼 느껴져요 어떻게 해야해요 ,호흡기내과
폐렴 증상 질문,코로나 걸렸는데요 계속 가슴이 답답하고 기침도 하고 그러는데 폐렴인가요  숨이 안 쉬어지지는 않는데 너무 답답해요,호흡기내과,음주후 백신접종  ,미접종자인데 오늘  차 접종 예약입니다  어제 일이 있어서 술을 꽤 마셨는데    맞아도 괜찮을까요  ,호흡기내과,흉부ct 판독결과 해석부탁드려요,안 좋은 내용인가요  해석 부탁드립니다 암일수도 있고 아닐수도 있단건가요 ,호흡기내과
목부었을때 목따가울때 낫는법 알려주세요,목에 염증나면 따뜻한거 부으면 차가운거 먹는게좋다고 들었는데 염증난건지 부은건지 모르겠어요  코로나가 양성이 나온뒤로 기침이 심해졌는데 가래도 나오고 그 뒤로 침삼킬때  물마실때  밥먹을때 다 따갑고그래서 힘들어 죽겠어요  따뜻한물을  일째 마시고있는데 어떡하죠 차가운물로 갈아타볼까요  코로나 양성 나왔다고 진료 받아주는 병원도없어요   어떡하죠,호흡기내과,헬리코박터균 검사 물도 먹으면 안되나요,헬리코박터균 검사가  시간 금식이라 들었는데  물도 먹으면 안되나요 ,호흡기내과,펫ct 결과지인데 해석좀 부탁드릴수잇을까요 ,     무엇을뜻하는건가요 ,호흡기내과
숨 쉴 때 폐아픔,그냥 숨 쉴 때는 괜찮은데 조금이라도 숨을 들이 마쉬면 왼쪽폐가 아파요 일시적인거겠죠   ,호흡기내과,기침이 너무 많이 나와요,코로나는 아니겠죠 뭐 별다른 코로나 증상은 없고 기침이 너무 많이 나와요 특히 밤   시 넘어서 새벽에 심하게 나오네요 마른기침이 막 너무 많이 나오고 헛구역질이 나올때까지 나오고 기침이 자연스럽게 나온다기 보다 딱 기침이 계속 나오는 그런 때 가 있어요 목 안쪽에 어디쯤이라 하지   할튼 목젖 밑에 안쪽에 무슨 뜨거워진다해야하나 따가워진다 해야하나 그런 느낌이 들면 그 느낌이 없어질때까지 헛구역질이 나올때까지 기침이나와요    기침을 그렇게 하고나면 가래도 좀 끼고 그러네요    집에서도 기침 너무 심하게 한다고 걱정해서 얼마전에 병원가서 증상 말했더니 일단 감기약을 주시더라고여 알약이랑 물약  개 같이 먹으라고    먹고 한  틀은 기침이 안나왔는데 약은 계속 먹는데  틀 지나고 나서는 또 그러네요 이거 뭔가요 갑자기 기침이 왤케나오죠     힘들어도 집에 있을때 한번 그러면 어떻게 기침 막 할수는 있는데 시국이 시국인지라 밖에나가서 이렇게 기침 심하게 나오면 저나 다른사람들도 불편 할거같아서,호흡기내과,결핵검사 엑스레이 가슴성형 질문,회사에서 한분이 결핵이 걸려서 전 직원 다 결핵 엑스레이를 찍어야 한다는군요   그런데 저희회사에서 다 같이 찍는데 폐결핵 엑스레이 찍으면 다른사람들이 알아볼수 있나요   티가 많이 나나요      ,호흡기내과
저희 아빠가 몇주전부터 계속 기침을 하세요  ,저는 올해 중 입니다  저희 아빠가 아침  점심에는 기침을 잘 안하시는데 밤만되면 기침을 계속 하시더라고요 그리고 주무실때도 기침을 하시고요 저희 아빠가 역류성 식도염이 있으시긴 해요 술은 드시고요 담배는 몇년전에 끊으셨어요 그리고 정확한 병명은 모르지만 만성병이 있고요 한번 기침을 하시면 몇번 안멈추고 계속해요 폐에 증상이 있는건가요  아님 그냥 단순한 기침인가요  그리고 아빠가 병원을 자주 안가시려고 해서   그래도 이번엔 병원 꼭 보낼 예정이에요 빠른 답변 부탁해요   ,호흡기내과,숨 들이쉴때 명치 심장 통증,안녕하세요 저는 원래  년째 폐동맥색전증이라는 병을 가지고 있습니다   년전쯤 급성심부전도 왔었구요  저번달에 심장초음파에서 깨끗하다는 결과가 나와서 안심하고있었는데  이번달쯤부터 가끔 숨쉴때 심장이 움직일수없을정도로 아프거나     분정도   숨들이마실때 명치가 계속 아픕니다 이건 못버틸정도는 아니고 욱신정도        분   매일 계속 이런 통증있는건 아니라서 병원가기에도 어설프네요  위험한걸까요 ,호흡기내과,고열 설사,며칠 전에 전날 좀 무리해서 자고 일어나니까 몸살이랑 열이 많이 나고 설사도 했어요  그래서 약 먹고  일 지나니까 다른 증상은 다 나았고 화장실을 자주 가고 설사를 계속하는데 혹시 무슨 병인가요   기침 코막힘 목아픔은 없어요,호흡기내과
어떤 증상인가요    ,요즘 몸이 안좋아요 근육통 오한 식욕저하되고요 피로도 쌓입니다 그래서 병원다녀왓는데 약이랑 주사맞더니 괜찮아졋는데 또 다시 이래요    그러다가 목에 혹이 잇더라구여    그래서 다시 병원 갓는데 결핵이라고 햇는데 목에 혹 눌럿을때 아프면 결핵이 아니라고해요 근데 목에 혹 눌럿을때 아팟거든여 어떤증상인지 알려주실수잇으신가요 ,호흡기내과,감기 백신,안녕하세요  중 학생입니다  제가 백신을 맞고는 싶은데 일교차가 심하다보니 감기가 걸렸는데 병명이 축농증이라고 하더라구요  근데 축농증이 빨리 호전되지 않아 백신을 못 맞고 있는데 감기증상이 있어도 백신 맞아도 되나요 ,호흡기내과,어린이집 잠복결핵,어린이집에 제출해야하는 잠복결핵이 이거 맞나요  검사지 ,호흡기내과
숨이 답답하게 쉬어져요,작년에 자다가 갑자기 심장이 빨리뛰고 숨이 잘 안쉬어지는 기분에 잠에서  깬 적이 있는데 몇 분 그 상태가 계속되다 다시 잠에 들고는 했습니다  그 이후로 몇개월 동안 가끔 그런 증상이 있다가 어느날은 일상생활을 하거나 버스를 타면 숨이 답답하게 쉬어지고 어지러움을 느끼는 경우가 종종 생겼습니다    그러다 한동안 그러지 않길래 괜찮아진 듯 싶었는데 어제 갑자기 버스를 타고 가는 도중  다시 답답하고 어지러움이 왔습니다  가끔 이럴때마다 무서워서 어떻게 해야할지 모르겠습니다    병원을 가도 어디에 가야하는지도 모르겠고 어떻게 해야할까요   ,호흡기내과,감기기운 백신,목이 살짝 간지럽고 마른기침 나오는데 백신 맞아도 될까요  ,호흡기내과,장결핵 전염력있나요 ,폐결핵 말고 장결핵이어도 다른 사람들에게 전염시킬 수 있나요  잠복결핵 말고 일반 장결핵 환자 관련 질문입니다,호흡기내과
코로나에걸리고 음성판정받은지  주가 지났는데도 불구하고 가래와 잔기침이 멈추지않아요 심할때는 가슴에서 가래가 그렁그렁 소리도 나고 가래도 뱉을만,코로나에걸리고 음성판정받은지  주가 지났는데도 불구하고 가래와 잔기침이 멈추지않아요 심할때는 가슴에서 가래가 그렁그렁 소리도 나고 가래도 뱉을만큼 나올때도있어요 하루는 느끼지못할만큼 기침을 많이안하다가 다음날은 심하게하고 주로 낮에 많이해요 저녁오후가되면 거의 안해요,호흡기내과,독감  폐렴 예방접종 같이 맞고 모더나  차 맞아도 되나요,독감 폐렴 예방접종 같이 맞고  달 뒤에 모더나  차 맞아도 되나요  아니면 독감만 맞고  달 뒤에 모더나  차 맞는게 더 나을까요 부작용 날까 고민이 됩니다,호흡기내과,결핵완치 후 피가래,결핵판정후 육개월 한번도 빠지지않고 한달마다  대학병원에서검사후 지난  월 완  판정받았습니다  술담배 절대안하구요 완치후 삼개월정도욋는데  양치할때세게 가래를 끌어서뱉는데 피가 두번정도나오더라구 양은 많지는 않은데 확실히 피가래  구강상태는문제없어서 가래에서 나오는피가확실한데 혹시재발일까요   세게 가래뱉을때 나오고 또 몇번 뱉으면 다시투명한가래로 돌아옵니다,호흡기내과
가슴이 답답하고 숨이 깊게 안 쉬어져요,제가 일 년 전  부터 가슴이 계속 답답하고 숨이 깊게 안 쉬어졌는데 우울하거나 컨디션이 안 좋을 때마다 이러는 것 같다고 생각을 했었거든요 근데 어제부터 지금까지 컨디션이 안 좋지도 않고 우울하지도 않은데 계속 숨이 깊게 안 쉬어지고 답답해져요 커피를 잘 안 마시다가 공부 때문에 어제 오늘 커피를 좀 마셨는데 혹시 커피 때문일까요  심할 때는 누가 제 목을 잡고 조르는 기분이에요   ,호흡기내과,곧 코수술 예정인데 설사 괜찮나요,전신마취 들어가는데 설사 중이라서요    설사 중이면 전신마취 못한다는 소리가 있던데 정말인가요,호흡기내과,천식인데 플루테롤 하루 번 해도될까요 ,천식이라 기침이 심해서요 플루테롤 하루 번 해도될까요  아침 점심 저녁으로 해도 될까요  그리고 플루테롤하면 심장이 빨 리뛰는데 왜이럴까요  고혈합 심장질환 없고 비만 있습니다  제발 빨리 답변 부탁드려요,호흡기내과
